time,bb_upper,bb_lower,bb_mid,sma_50,sma_100,sma_200,ema_21,rsi_14,atr_14,macd_line,macd_signal,macd_hist,adx_val,stoch_k,stoch_d,cci,mom_val,psar,gap_pct,swing_mom_rr,vix_size_mult,vix_stop_mult,daily_dd_pct,weekly_dd_pct,vix_pine
2025-09-24 13:30:00+00:00,,,,226.54277350000044,215.191496,221.71606762500025,238.7135429878469,73.91610541241883,6.879200899784829,6.653476403831064,5.092228609134116,1.561247794696948,31.54601716661331,89.11481147926389,87.50066854045731,179.96420619016874,24.24124999999998,231.60476045641727,-1.719463691279625,2,1.0,1.0,0,-0.0373299463637031,16.64
2025-09-25 13:30:00+00:00,255.9285887632667,222.5475787367336,239.23808375000013,,,221.77263887500015,240.17042544349715,74.72745208139337,6.7776865498002,7.072500433301599,5.488282973967612,1.5842174593339866,33.27920617920264,91.08314749920362,89.46959251608637,162.32733548848284,26.238,233.66357961990389,-0.524720898012954,2,1.0,1.0,0,-0.0706397446574525,16.18
2025-09-26 13:30:00+00:00,258.09375155438704,222.75266594561316,240.4232087500001,,,221.8332388750002,241.53981858499745,75.08273367914676,6.586916943927288,7.359644610997293,5.862555301373549,1.4970893096237443,34.93082052351967,90.75070445855968,90.31622114567574,137.30360568596322,23.52875000000003,235.5576932503116,-0.4891912289054024,2,1.0,1.0,0,-0.0847102629022214,16.74
2025-09-29 13:30:00+00:00,259.75697719393963,223.2794403060606,241.51820875000013,,,221.8825263750002,242.6952896227249,72.88750434350465,6.275262162218198,7.422268743254648,6.174497989749769,1.247770753504879,36.28652845841298,91.21796552602844,91.01727249459726,108.71671785447872,17.519999999999982,237.7619239252804,-0.3409937101929939,2,1.0,1.0,0,0.0,15.29
2025-09-30 13:30:00+00:00,260.961200389375,224.6183171106252,242.7897587500001,,,221.92040637500017,243.7801269297499,73.21202734940817,6.027672007774041,7.416942707350813,6.422986933269978,0.9939557740808356,37.64942711518564,90.7794030698922,90.91602435149343,97.42487282809456,16.41137500000002,239.7457315327524,0.0223046147906202,2,1.0,1.0,0,-0.0109056612273602,16.12
2025-10-01 13:30:00+00:00,262.5895934948393,224.8729240051607,243.73125875,,,221.96128125000016,244.8957972088636,74.45104617420562,5.905866525679285,7.441841765177145,6.626757899651411,0.8150838655257342,39.22133199112344,90.20633790096412,90.73456883229494,95.26682345449416,17.104975000000024,241.53115837947712,-0.063188236370801,2,1.0,1.0,0,-0.0516583952874539,16.28
2025-10-02 13:30:00+00:00,264.11689250699374,225.1247524930062,244.6208225,,,222.00723750000012,245.951520189876,74.85238614300872,5.771876059559335,7.412938271848162,6.783993974090761,0.6289442977574016,40.551880053688485,90.97073884353648,90.65215993813094,87.09669327727546,17.58374999999998,243.60221937393987,-0.3094863862777031,2,1.0,1.0,0,-0.0648599851942364,16.29
2025-10-03 13:30:00+00:00,265.4733232831393,225.42781921686077,245.45057125,,,222.05023725000015,246.90763199079632,74.7415342543292,5.737456341019383,7.302624272552265,6.8877200337830615,0.4149042387692034,41.90508447904403,90.51074191106864,90.56260621852309,77.69303964282427,13.159850000000006,245.42475304906708,-0.2434025406976702,2,1.0,1.0,0,-0.0637120208545253,16.63
2025-10-06 13:30:00+00:00,,,,233.4217055,219.44612999999995,222.08866225000017,247.84330180981485,75.45710697070834,5.6147808880894265,7.191308469428094,6.948437720912068,0.2428707485160259,43.16163144544561,90.63598673239254,90.70582249566591,75.10003609485247,4.9150000000000205,247.3588876221977,-0.1139220303861331,2,1.0,1.0,0,0.0,16.65
2025-10-07 13:30:00+00:00,,,,234.2723555,219.8882172499999,222.11234350000015,248.63288800892255,73.40143202818749,5.354439396083037,6.9685959915453,6.9524693750387145,0.0161266165065852,44.32842505710422,89.39909450168155,90.18194104838092,64.78389066347295,1.222500000000025,249.02224335509,-0.1989549780921315,2,1.0,1.0,0,0.0192121372396018,16.37
2025-10-08 13:30:00+00:00,,,,235.1630305,220.34899224999992,222.14606850000015,249.421034553566,74.27153221482877,5.144122296362817,6.776415605836064,6.917258621198185,-0.1408430153621207,45.553802516824106,89.9859329524138,90.00700472882932,66.2029827065605,3.725000000000023,250.45272928537744,0.031095500279614,2,1.0,1.0,0,-0.0028674831700999,17.24
2025-10-09 13:30:00+00:00,,,,236.0726805,220.79155474999996,222.17931862500012,249.99605413960543,69.35718486610261,5.123827846622617,6.424477518960316,6.818702400750611,-0.3942248817902953,45.27428249529063,86.6212990519593,88.66877550201825,50.62168974913483,1.007000000000005,251.68294718542455,-0.1348570460501678,2,1.0,1.0,0,0.0415785059663014,16.3
2025-10-10 13:30:00+00:00,,,,236.9103305,221.21695474999996,222.17603112500015,250.00982194509584,55.20513535305345,5.642125857578144,5.628905199966937,6.580742960593876,-0.9518377606269396,42.086893763659496,70.73460523231222,82.44727907889514,-10.57839529358682,-5.086250000000035,259.24,0.236417826084801,2,1.0,1.0,0,0.2021575634913071,16.43
2025-10-13 13:30:00+00:00,,,,237.7301555,221.62760475,222.1424686250002,249.83370176826892,51.04778616752183,5.788344715056255,4.775919420699012,6.219778252614903,-1.4438588319158914,39.12717565571632,49.38223379745215,68.91271269390792,-45.785769331395095,-6.177500000000009,258.9352,1.2399443777258268,2,0.7,1.15,0,0.0,21.66
2025-10-14 13:30:00+00:00,,,,238.58268049999995,222.05986724999997,222.09337487500017,249.5741606984263,48.95502832104392,5.80066615906194,3.965948574597945,5.769012317011511,-1.803063742413566,36.5059762221758,28.868657042869557,49.66183202421134,-73.91820862457845,-7.649750000000012,258.636496,1.0433824511527277,2,0.7,1.15,0,0.0313376087940624,19.03
2025-10-15 13:30:00+00:00,,,,239.5041555,222.54385474999995,222.0473436250001,249.57003245311483,53.718825232546585,5.7321364334146585,3.48957883962305,5.313125621533819,-1.8235467819107691,34.03608865723214,27.51531058617668,35.2554004754995,-52.86299873673884,-6.523750000000007,258.34376608,0.7454274772902224,2,0.7,1.15,0,-0.0419751457241437,20.81
2025-10-16 13:30:00+00:00,,,,240.2542555,223.06829224999996,222.00320612500013,249.3788931391953,49.68256247905735,5.636894545313612,2.91215720863562,4.83293193895418,-1.92077473031856,32.08364727107285,26.19203849518801,27.525335374744788,-110.83831674037089,-9.041249999999993,258.0568907584,-0.1420582867569597,2,0.7,1.15,0,0.0172500598866305,20.64
2025-10-17 13:30:00+00:00,,,,240.8773805,223.57899224999997,221.99355612500017,249.45717558108663,54.62144971513902,5.670687792076924,2.647742458333397,4.395894042830023,-1.7481515844966262,30.38635282337264,33.325131233595684,29.01082677165346,-72.51569036536502,-6.228750000000019,257.775752943232,0.344848057378034,2,0.5,1.3,0,-0.0623877165900078,25.31
2025-10-20 13:30:00+00:00,,,,241.5658805,224.16521724999996,222.03425612500016,250.3731141646242,66.49268517388299,6.343821275986004,3.1516882527309638,4.147052884810211,-0.995364632079248,30.66923122844442,46.64354513201181,35.3869049535985,126.18295060686768,2.3325000000000387,244.0,-0.3834545103916341,2,0.7,1.15,0,0.0,20.78
2025-10-21 13:30:00+00:00,,,,242.2776305,224.78002974999995,222.11934350000016,251.51578560420384,69.63221694618045,6.668086062230006,3.7826236956039168,4.074167046968952,-0.2915433513650356,31.04825074793523,68.71723576509322,49.56197071023357,177.00212030615563,6.413749999999993,244.4075,-1.9751007228004336,2,0.7,1.15,0,-0.1600609028739063,18.23
2025-10-22 13:30:00+00:00,,,,242.8969055,225.3810797499999,222.20258100000015,252.2729869129126,63.78578645932244,6.72840134349929,3.9867454961955104,4.056682736814264,-0.0699372406187537,31.400197444605265,79.87714596654827,65.0793089545511,103.52143943399636,2.542500000000018,245.2428,-1.623173941717666,2,1.0,1.0,0,-0.1010604406312976,17.87
2025-10-23 13:30:00+00:00,,,,243.438506,225.9658799999999,222.27546862500017,252.93339946628416,63.21836338178721,6.434222676106482,4.076709066502957,4.060688002752003,0.0160210637509541,31.72700509151316,78.79289963989343,75.7957604571783,88.47445928913062,3.791274999999956,246.044688,-0.2252331470109113,2,0.7,1.15,0,-0.0951413004063036,18.6
2025-10-24 13:30:00+00:00,,,,244.011081,226.5608174999999,222.36950612500016,253.7421813329856,65.6704229407629,6.328206770670304,4.283610620829251,4.105272526367452,0.1783380944617985,32.51632198978251,77.05108031939866,78.5737086419468,116.03160581503458,11.682500000000005,246.81450048,-0.0535148184930936,2,1.0,1.0,0,-0.1388665620682989,17.3
2025-10-27 13:30:00+00:00,,,,244.7023565,227.1942927499999,222.4933533750002,254.935167120896,70.34627653793788,6.483740788316183,4.798551318710764,4.243928284836114,0.5546230338746501,33.82107120005898,82.58393905277825,79.47597300402344,175.03483221459567,18.79252500000001,247.5535204608,-0.4643024167255825,2,1.0,1.0,0,0.0,16.37
2025-10-28 13:30:00+00:00,,,,245.45338150000003,227.8617802499999,222.65085962500015,256.21435647354184,72.08743220313016,6.459925661211903,5.318120511424667,4.458766730153824,0.8593537812708423,35.11249644136451,90.45264906526452,83.3625561458138,179.38514425284563,22.027500000000032,248.847509233152,-1.171136610672859,2,1.0,1.0,0,-0.0407653221479846,15.79
2025-10-29 13:30:00+00:00,,,,246.2205815,228.5188427499999,222.8323283750002,257.4106649759471,72.3871068490449,6.358290935727349,5.693901269118754,4.70579363794681,0.9881076311719444,36.46997224409505,93.39361683504175,88.81006831769484,155.30853118267478,19.84499999999997,250.53090849449984,-0.9788952875363112,2,1.0,1.0,0,-0.0476230398924981,16.42
2025-10-30 13:30:00+00:00,,,,247.08948150000003,229.2042177499999,223.01906337500023,258.6917408872246,74.12035417689647,6.3517447797621145,6.093243443732376,4.983283599103923,1.109959844628453,37.99865613458159,93.39958745144536,92.41528445058384,151.72335334710775,24.035000000000025,252.61881764504983,-0.5569936759665889,2,1.0,1.0,0,-0.0881978698809086,16.92
2025-10-31 13:30:00+00:00,,,,248.0513295000001,229.9183427499999,223.20399462500023,260.03430989747693,75.6348875256629,6.480905866921961,6.492833541293123,5.285193587541763,1.20763995375136,39.69827201747375,90.59300377198332,92.46206935282346,146.5631343233891,23.220000000000056,255.2013595276439,-0.6683446289102447,2,1.0,1.0,0,-0.1255343331566278,16.91
